QueryNumber;[DocRanking, DocNumber, Similarity]
00025;[361, 98, 0.5762341802720271]
00025;[362, 208, 0.575188931162629]
00025;[363, 1002, 0.5673327653435725]
00025;[364, 852, 0.5668906066398026]
00025;[365, 245, 0.5657003191608116]
00025;[366, 1239, 0.5647196425700773]
00025;[367, 593, 0.5626613449265939]
00025;[368, 646, 0.5617820408018386]
00025;[369, 541, 0.5596915425830424]
00025;[370, 996, 0.5595255975983997]
00025;[371, 710, 0.5586462934736443]
00025;[372, 816, 0.5576010443642463]
00025;[373, 183, 0.5558881323305562]
00025;[374, 709, 0.5510373532731067]
00025;[375, 1209, 0.5505147287184076]
00025;[376, 389, 0.5484242304996114]
00025;[377, 1131, 0.5479016059449124]
00025;[378, 172, 0.5464627059501045]
00025;[379, 464, 0.5463337322808153]
00025;[380, 612, 0.5459078808200927]
00025;[381, 952, 0.5453898556373963]
00025;[382, 880, 0.5453852562653936]
00025;[383, 1065, 0.5453206837467299]
00025;[384, 435, 0.5448626317106946]
00025;[385, 632, 0.5443400071559955]
00025;[386, 1160, 0.5439187550672755]
00025;[387, 1195, 0.5438173826012965]
00025;[388, 571, 0.5428735059578774]
00025;[389, 181, 0.5427721334918985]
00025;[390, 1127, 0.5427721334918985]
00025;[391, 399, 0.5427075609732348]
00025;[392, 400, 0.5422817095125121]
00025;[393, 560, 0.5422495089371994]
00025;[394, 1178, 0.5421849364185357]
00025;[395, 225, 0.5418282568484794]
00025;[396, 87, 0.5413056322937804]
00025;[397, 615, 0.5413010329217778]
00025;[398, 774, 0.5407830077390813]
00025;[399, 854, 0.540713835848415]
00025;[400, 34, 0.5402557838123797]
00025;[401, 85, 0.5398136251086099]
00025;[402, 501, 0.5397331592576807]
00025;[403, 271, 0.5395235483694241]
00025;[404, 973, 0.5392105347029816]
00025;[405, 822, 0.5392105347029816]
00025;[406, 968, 0.5383328407439274]
00025;[407, 351, 0.5376426610388846]
00025;[408, 445, 0.5347050592706457]
00025;[409, 692, 0.5324486160672068]
00025;[410, 420, 0.532061346087539]
00025;[411, 1085, 0.5286476854911579]
00025;[412, 431, 0.5284997472986221]
00025;[413, 838, 0.5275541711061433]
00025;[414, 470, 0.5236149861321203]
00025;[415, 483, 0.5219020740984304]
00025;[416, 680, 0.5203342004343332]
00025;[417, 1238, 0.518911365139829]
00025;[418, 529, 0.511630931065834]
00025;[419, 434, 0.5069273100735427]
00025;[420, 947, 0.504912678333673]
00025;[421, 22, 0.4983535866145361]
00025;[422, 951, 0.49583723693501736]
00025;[423, 778, 0.4951695740107255]
00025;[424, 199, 0.4950699010938061]
00025;[425, 355, 0.49429026988597]
00025;[426, 372, 0.49418889741999106]
00025;[427, 1235, 0.49262102375589395]
00025;[428, 475, 0.49151120212783217]
00025;[429, 773, 0.4906318980030768]
00025;[430, 49, 0.49000790098239877]
00025;[431, 878, 0.49000790098239877]
00025;[432, 363, 0.49000790098239877]
00025;[433, 169, 0.49000790098239877]
00025;[434, 433, 0.49000790098239877]
00025;[435, 960, 0.4895174770030124]
00025;[436, 384, 0.48948527642769973]
00025;[437, 1024, 0.4889626518730007]
00025;[438, 496, 0.488014175857579]
00025;[439, 173, 0.4864463021934819]
00025;[440, 607, 0.4863817296748182]
00025;[441, 288, 0.48592367763878286]
00025;[442, 899, 0.4854010530840838]
00025;[443, 89, 0.4853364805654201]
00025;[444, 216, 0.48497980099536386]
00025;[445, 500, 0.4848784285293848]
00025;[446, 941, 0.4848784285293848]
00025;[447, 272, 0.48445717644066477]
00025;[448, 923, 0.48429123145602204]
00025;[449, 25, 0.4833105548652877]
00025;[450, 608, 0.48310342365346826]
00025;[451, 614, 0.48278793031058864]
00025;[452, 382, 0.4812522572218043]
00025;[453, 115, 0.4812522572218043]
00025;[454, 117, 0.48034236268743735]
00025;[455, 294, 0.4798503285423499]
00025;[456, 535, 0.4793967864949586]
00025;[457, 690, 0.47775983032355374]
00025;[458, 328, 0.47678076389852053]
00025;[459, 1130, 0.4758351877060417]
00025;[460, 142, 0.4736450165703263]
00025;[461, 205, 0.4731529824252388]
00025;[462, 1144, 0.4679929195626133]
00025;[463, 261, 0.4653369110128817]
00025;[464, 90, 0.4649568451513384]
00025;[465, 1072, 0.4644342205966393]
00025;[466, 213, 0.46191787091712055]
00025;[467, 441, 0.46149201945639795]
00025;[468, 987, 0.45884579194128444]
00025;[469, 664, 0.4526710703788724]
00025;[470, 253, 0.45214844582417335]
00025;[471, 70, 0.44642048233753384]
00025;[472, 421, 0.4448526086734368]
00025;[473, 1101, 0.4443299841187377]
00025;[474, 808, 0.4443299841187377]
00025;[475, 660, 0.44429639664612686]
00025;[476, 665, 0.4409825062067215]
00025;[477, 740, 0.4377984936029108]
00025;[478, 1202, 0.4372758690482118]
00025;[479, 1014, 0.43637565830840663]
00025;[480, 791, 0.4363273930327901]
00025;[481, 55, 0.4362951924574774]
00025;[482, 223, 0.4352499433480793]
00025;[483, 1165, 0.4347273187933803]
00025;[484, 810, 0.4341401217200176]
00025;[485, 139, 0.4336174971653185]
00025;[486, 1142, 0.43315944512928317]
00025;[487, 300, 0.43263682057458414]
00025;[488, 5, 0.43263682057458414]
00025;[489, 1060, 0.4321141960198851]
00025;[490, 398, 0.4321141960198851]
00025;[491, 135, 0.4316929439311651]
00025;[492, 922, 0.43074446791574345]
00025;[493, 1063, 0.430546322355788]
00025;[494, 1025, 0.430546322355788]
00025;[495, 958, 0.430546322355788]
00025;[496, 603, 0.430546322355788]
00025;[497, 29, 0.430546322355788]
00025;[498, 21, 0.430546322355788]
00025;[499, 575, 0.4303790798572057]
00025;[500, 13, 0.430125070267068]
00025;[501, 182, 0.43002369780108896]
00025;[502, 706, 0.4295332738217027]
00025;[503, 390, 0.4295010732463899]
00025;[504, 285, 0.4290106492670036]
00025;[505, 1134, 0.4284880247123046]
00025;[506, 189, 0.42813134514224827]
00025;[507, 349, 0.42760872058754923]
00025;[508, 301, 0.4270860960328502]
00025;[509, 699, 0.4260408469234521]
00025;[510, 1012, 0.4260408469234521]
00025;[511, 151, 0.4258749019388094]
00025;[512, 1219, 0.4258749019388094]
00025;[513, 234, 0.4250714642929806]
00025;[514, 459, 0.42499559781405405]
00025;[515, 1045, 0.42499559781405405]
00025;[516, 651, 0.42447297325935496]
00025;[517, 379, 0.42447297325935496]
00025;[518, 50, 0.423950348704656]
00025;[519, 1138, 0.42091137447043814]
00025;[520, 1166, 0.41983553495142856]
00025;[521, 467, 0.4194125833136488]
00025;[522, 510, 0.41731918527190975]
00025;[523, 559, 0.4159477576187084]
00025;[524, 83, 0.41585098452473196]
00025;[525, 785, 0.4148057354153339]
00025;[526, 885, 0.41428311086063485]
00025;[527, 661, 0.41385725939991225]
00025;[528, 1170, 0.41295704866010696]
00025;[529, 1224, 0.4121926126418387]
00025;[530, 766, 0.4113891749960099]
00025;[531, 732, 0.4081083892982228]
00025;[532, 755, 0.40521445343359785]
00025;[533, 280, 0.4049726419700286]
00025;[534, 936, 0.40207870610540364]
00025;[535, 97, 0.40141104318111176]
00025;[536, 14, 0.4013652575819324]
00025;[537, 737, 0.39938421331467366]
00025;[538, 924, 0.3967710905411785]
00025;[539, 860, 0.39519053601952037]
00025;[540, 112, 0.394571138370845]
00025;[541, 530, 0.38169907069132186]
00025;[542, 848, 0.38152092758011075]
00025;[543, 248, 0.3788595395309991]
00025;[544, 714, 0.37848195334589296]
00025;[545, 1028, 0.3769349862968457]
00025;[546, 976, 0.3769349862968457]
00025;[547, 72, 0.3769349862968457]
00025;[548, 790, 0.37691407968179585]
00025;[549, 437, 0.37676904131220296]
00025;[550, 589, 0.37676904131220296]
00025;[551, 674, 0.37641236174214665]
00025;[552, 953, 0.3762464167575039]
00025;[553, 769, 0.3758897371874476]
00025;[554, 1186, 0.3754429791116751]
00025;[555, 74, 0.37379923896865147]
00025;[556, 1188, 0.37327661441395243]
00025;[557, 1007, 0.3731106694293097]
00025;[558, 511, 0.3728507629532298]
00025;[559, 882, 0.3727539898592534]
00025;[560, 474, 0.37223136530455436]
00025;[561, 600, 0.37223136530455436]
00025;[562, 121, 0.3718055138438317]
00025;[563, 65, 0.3714970101660333]
00025;[564, 1010, 0.3711861161951563]
00025;[565, 1215, 0.3711861161951563]
00025;[566, 1117, 0.37076026473443363]
00025;[567, 1033, 0.3702376401797346]
00025;[568, 80, 0.36971501562503556]
00025;[569, 66, 0.36971501562503556]
00025;[570, 886, 0.36831299756222263]
00025;[571, 184, 0.36814714196093845]
00025;[572, 980, 0.36814714196093845]
00025;[573, 94, 0.36814714196093845]
00025;[574, 267, 0.3676245174062394]
00025;[575, 994, 0.3676245174062394]
00025;[576, 224, 0.3676245174062394]
00025;[577, 532, 0.3674127868224174]
00025;[578, 228, 0.3671018928515404]
00025;[579, 41, 0.3671018928515404]
00025;[580, 809, 0.3671018928515404]
00025;[581, 1081, 0.3660566437421423]
00025;[582, 863, 0.3660566437421423]
00025;[583, 1040, 0.36553401918744327]
00025;[584, 222, 0.36501139463274423]
00025;[585, 715, 0.36455495276241007]
00025;[586, 671, 0.36455495276241007]
00025;[587, 1043, 0.36332856347880155]
00025;[588, 153, 0.36099625379643613]
00025;[589, 805, 0.36071544070530637]
00025;[590, 320, 0.36057040233571347]
00025;[591, 859, 0.35995100468703806]
00025;[592, 1003, 0.35914756704120926]
00025;[593, 633, 0.35900252867161636]
00025;[594, 414, 0.3569120304528202]
00025;[595, 525, 0.356011819713015]
00025;[596, 686, 0.3549183053280005]
00025;[597, 1172, 0.35425312208014575]
00025;[598, 175, 0.3536337244314703]
00025;[599, 639, 0.35311109987677125]
00025;[600, 247, 0.3520658507673732]
00025;[601, 676, 0.35202436946337556]
00025;[602, 917, 0.35192759636939913]
00025;[603, 323, 0.3502146843357091]
00025;[604, 814, 0.34969205978101014]
00025;[605, 359, 0.3491236496271318]
00025;[606, 890, 0.34128428130664623]
00025;[607, 1044, 0.33929055618182646]
00025;[608, 954, 0.33311583461941446]
00025;[609, 1210, 0.32694111305700246]
00025;[610, 345, 0.3258354005454195]
00025;[611, 1203, 0.3257177208363933]
00025;[612, 1001, 0.32414984717229617]
00025;[613, 1020, 0.32362722261759713]
00025;[614, 425, 0.32362722261759713]
00025;[615, 100, 0.32269965321722527]
00025;[616, 152, 0.32258197350819906]
00025;[617, 1135, 0.3207663914945904]
00025;[618, 209, 0.319041281334332]
00025;[619, 998, 0.3190203747192822]
00025;[620, 133, 0.31799603222493394]
00025;[621, 509, 0.31642815856083684]
00025;[622, 436, 0.31642815856083684]
00025;[623, 777, 0.3159055340061378]
00025;[624, 905, 0.3159055340061378]
00025;[625, 687, 0.31486028489673973]
00025;[626, 1118, 0.31486028489673973]
00025;[627, 159, 0.31486028489673973]
00025;[628, 1124, 0.31486028489673973]
00025;[629, 480, 0.31486028489673973]
00025;[630, 682, 0.3143376603420407]
00025;[631, 1110, 0.3143376603420407]
00025;[632, 870, 0.3143376603420407]
00025;[633, 1082, 0.31381503578734166]
00025;[634, 472, 0.31381503578734166]
00025;[635, 942, 0.31381503578734166]
00025;[636, 454, 0.3132924112326426]
00025;[637, 210, 0.3132924112326426]
00025;[638, 598, 0.3132924112326426]
00025;[639, 396, 0.3132924112326426]
00025;[640, 477, 0.3127697866779436]
00025;[641, 1097, 0.31224716212324455]
00025;[642, 1153, 0.30942230876592736]
00025;[643, 858, 0.30899645730520475]
00025;[644, 440, 0.30467042249801957]
00025;[645, 731, 0.30414779794332053]
00025;[646, 277, 0.30414779794332053]
00025;[647, 846, 0.3036251733886215]
00025;[648, 847, 0.30324758720351536]
00025;[649, 95, 0.3031993219278989]
00025;[650, 704, 0.3025799242792234]
00025;[651, 1053, 0.3025799242792234]
00025;[652, 727, 0.3025799242792234]
00025;[653, 585, 0.3016314482638018]
00025;[654, 897, 0.30153467516982535]
00025;[655, 35, 0.3010120506151263]
00025;[656, 147, 0.29954095004500564]
00025;[657, 51, 0.2986407393052004]
00025;[658, 533, 0.29849570093560757]
00025;[659, 406, 0.29759549019580234]
00025;[660, 110, 0.29759549019580234]
00025;[661, 888, 0.2974504518262095]
00025;[662, 990, 0.29692782727151046]
00025;[663, 829, 0.29602761653170523]
00025;[664, 825, 0.2958825781621124]
00025;[665, 999, 0.2946947703595586]
00025;[666, 343, 0.2945565159615845]
00025;[667, 868, 0.29417214580485956]
00025;[668, 523, 0.2920816475860634]
00025;[669, 707, 0.2919433931880894]
00025;[670, 403, 0.2905137739219663]
00025;[671, 317, 0.28548107456292876]
00025;[672, 63, 0.28391320089883165]
00025;[673, 203, 0.27982897755521574]
00025;[674, 564, 0.27878372844581767]
00025;[675, 539, 0.27721585478172056]
00025;[676, 507, 0.27365425599280374]
00025;[677, 322, 0.26834664042857864]
00025;[678, 602, 0.2674795344303917]
00025;[679, 195, 0.26730139131918057]
00025;[680, 337, 0.26573351765508346]
00025;[681, 150, 0.2525738529128118]
00025;[682, 71, 0.2516253768973902]
00025;[683, 293, 0.24996073013931663]
00025;[684, 438, 0.2494381055846176]
00025;[685, 386, 0.247821966644904]
00025;[686, 1021, 0.24744438045979783]
00025;[687, 383, 0.24729934209020496]
00025;[688, 876, 0.24639913135039976]
00025;[689, 136, 0.24573146842610785]
00025;[690, 794, 0.24545065533497812]
00025;[691, 102, 0.24468621931670978]
00025;[692, 466, 0.24430863313160361]
00025;[693, 200, 0.24416359476201074]
00025;[694, 506, 0.24378600857690458]
00025;[695, 460, 0.24378600857690458]
00025;[696, 449, 0.24259572109791364]
00025;[697, 338, 0.24221813491280747]
00025;[698, 59, 0.24221813491280747]
00025;[699, 160, 0.24022440978798773]
00025;[700, 1169, 0.23917916067858966]
00025;[701, 251, 0.2388915636158411]
00025;[702, 202, 0.23836893906114207]
00025;[703, 1230, 0.23761128701449255]
00025;[704, 482, 0.237323689951744]
00025;[705, 327, 0.23627844084234592]
00025;[706, 628, 0.23523319173294785]
00025;[707, 534, 0.23428471571752618]
00025;[708, 326, 0.23376209116282712]
00025;[709, 415, 0.2317683660380074]
00025;[710, 616, 0.23167159294403097]
00025;[711, 697, 0.23167159294403097]
00025;[712, 552, 0.23124574148330837]
00025;[713, 1055, 0.23114896838933194]
00025;[714, 963, 0.2306263438346329]
00025;[715, 233, 0.22958109472523483]
00025;[716, 1136, 0.22958109472523483]
00025;[717, 289, 0.22749059650643869]
00025;[718, 1199, 0.22654212049101702]
00025;[719, 239, 0.22654212049101702]
00025;[720, 137, 0.22507101992089631]
00025;[721, 1128, 0.22445162227222087]
00025;[722, 689, 0.22402577081149824]
00025;[723, 1027, 0.22392899771752184]
00025;[724, 116, 0.22236112405342473]
00025;[725, 538, 0.22089002348330403]
00025;[726, 220, 0.22089002348330403]
00025;[727, 206, 0.220367398928605]
00025;[728, 109, 0.21984477437390595]
00025;[729, 599, 0.21932214981920692]
00025;[730, 832, 0.21879952526450788]
00025;[731, 824, 0.21827690070980885]
00025;[732, 950, 0.21785104924908621]
00025;[733, 504, 0.21576055103029007]
00025;[734, 572, 0.214715301920892]
00025;[735, 643, 0.1952995455989736]
00025;[736, 1174, 0.19468014795029814]
00025;[737, 1062, 0.19363489884090007]
00025;[738, 375, 0.19363489884090007]
00025;[739, 177, 0.19311227428620104]
00025;[740, 815, 0.19311227428620104]
00025;[741, 929, 0.19154440062210393]
00025;[742, 806, 0.19154440062210393]
00025;[743, 20, 0.1910217760674049]
00025;[744, 256, 0.19059592460668226]
00025;[745, 609, 0.18997652695800682]
00025;[746, 711, 0.1895506754972842]
00025;[747, 592, 0.1895506754972842]
00025;[748, 1126, 0.18945390240330778]
00025;[749, 959, 0.18850542638788612]
00025;[750, 734, 0.18850542638788612]
00025;[751, 48, 0.18798280183318708]
00025;[752, 448, 0.18798280183318708]
00025;[753, 113, 0.186937552723789]
00025;[754, 1019, 0.186937552723789]
00025;[755, 191, 0.18432442995029383]
00025;[756, 675, 0.18256573231742454]
00025;[757, 197, 0.17942998498923032]
00025;[758, 981, 0.17942998498923032]
00025;[759, 1093, 0.17786211132513322]
00025;[760, 378, 0.17786211132513322]
00025;[761, 721, 0.17733948677043418]
00025;[762, 869, 0.17681686221573514]
00025;[763, 295, 0.17681686221573514]
00025;[764, 744, 0.17639101075501254]
00025;[765, 193, 0.1762942376610361]
00025;[766, 492, 0.17524898855163804]
00025;[767, 502, 0.17482313709091543]
00025;[768, 145, 0.17482313709091543]
00025;[769, 747, 0.174726363996939]
00025;[770, 469, 0.17377788798151736]
00025;[771, 1092, 0.17377788798151736]
00025;[772, 520, 0.17377788798151736]
00025;[773, 58, 0.17325526342681832]
00025;[774, 944, 0.1727326388721193]
00025;[775, 1046, 0.1727326388721193]
00025;[776, 86, 0.17221001431742025]
00025;[777, 1122, 0.17221001431742025]
00025;[778, 284, 0.17168738976272122]
00025;[779, 1115, 0.17168738976272122]
00025;[780, 857, 0.17064214065332312]
00025;[781, 1090, 0.17064214065332312]
00025;[782, 166, 0.17011951609862408]
00025;[783, 1175, 0.1691710400832024]
00025;[784, 713, 0.1691710400832024]
00025;[785, 1123, 0.1691710400832024]
00025;[786, 517, 0.16864841552850338]
00025;[787, 1143, 0.16864841552850338]
00025;[788, 962, 0.16864841552850338]
00025;[789, 762, 0.16812579097380434]
00025;[790, 760, 0.1676031664191053]
00025;[791, 1076, 0.1676031664191053]
00025;[792, 423, 0.1676031664191053]
00025;[793, 702, 0.1676031664191053]
00025;[794, 823, 0.16708054186440627]
00025;[795, 292, 0.16655791730970723]
00025;[796, 154, 0.16655791730970723]
00025;[797, 452, 0.1661320658489846]
00025;[798, 1037, 0.1660352927550082]
00025;[799, 309, 0.1660352927550082]
00025;[800, 447, 0.16560944129428556]
00025;[801, 783, 0.16551266820030916]
00025;[802, 681, 0.16551266820030916]
00025;[803, 23, 0.16551266820030916]
00025;[804, 644, 0.16508681673958653]
00025;[805, 60, 0.1645641921848875]
00025;[806, 481, 0.1645641921848875]
00025;[807, 416, 0.1644674190909111]
00025;[808, 1220, 0.16351894307548942]
00025;[809, 821, 0.16299631852079038]
00025;[810, 257, 0.16247369396609135]
00025;[811, 1223, 0.1619510694113923]
00025;[812, 605, 0.1619510694113923]
00025;[813, 574, 0.16142844485669328]
00025;[814, 468, 0.1603831957472952]
00025;[815, 194, 0.13783169209718257]
00025;[816, 528, 0.13626381843308547]
00025;[817, 11, 0.13626381843308547]
00025;[818, 576, 0.13574119387838643]
00025;[819, 352, 0.1352185693236874]
00025;[820, 1064, 0.13469594476898836]
00025;[821, 862, 0.13469594476898836]
00025;[822, 637, 0.13469594476898836]
00025;[823, 1161, 0.13417332021428932]
00025;[824, 928, 0.13365069565959029]
00025;[825, 827, 0.13365069565959029]
00025;[826, 1180, 0.13365069565959029]
00025;[827, 736, 0.13365069565959029]
00025;[828, 1159, 0.13312807110489125]
00025;[829, 461, 0.13312807110489125]
00025;[830, 321, 0.1326054465501922]
00025;[831, 695, 0.1326054465501922]
00025;[832, 81, 0.12153628002671671]
00025;[833, 1041, 0.12153628002671671]
00025;[834, 79, 0.11996840636261959]
00025;[835, 387, 0.11944578180792055]
00025;[836, 131, 0.11944578180792055]
00025;[837, 412, 0.11892315725322151]
00025;[838, 1088, 0.11892315725322151]
00025;[839, 937, 0.11892315725322151]
00025;[840, 186, 0.11892315725322151]
00025;[841, 138, 0.11892315725322151]
00025;[842, 39, 0.11892315725322151]
00025;[843, 1168, 0.11892315725322151]
00025;[844, 1232, 0.11892315725322151]
00025;[845, 903, 0.1184973057924989]
00025;[846, 970, 0.11840053269852248]
00025;[847, 995, 0.11840053269852248]
00025;[848, 916, 0.11840053269852248]
00025;[849, 458, 0.11840053269852248]
00025;[850, 28, 0.11840053269852248]
00025;[851, 717, 0.11840053269852248]
00025;[852, 1112, 0.11840053269852248]
00025;[853, 1226, 0.11840053269852248]
00025;[854, 1049, 0.11787790814382344]
00025;[855, 698, 0.11787790814382344]
00025;[856, 581, 0.11787790814382344]
00025;[857, 230, 0.11787790814382344]
00025;[858, 638, 0.11787790814382344]
00025;[859, 754, 0.11745205668310081]
00025;[860, 127, 0.1173552835891244]
00025;[861, 1133, 0.11683265903442537]
00025;[862, 1068, 0.11683265903442537]
00025;[863, 672, 0.11683265903442537]
00025;[864, 274, 0.11683265903442537]
00025;[865, 439, 0.11683265903442537]
00025;[866, 187, 0.11631003447972633]
00025;[867, 1061, 0.11631003447972633]
00025;[868, 1036, 0.1158841830190037]
00025;[869, 548, 0.1158841830190037]
00025;[870, 1079, 0.1158841830190037]
00025;[871, 1070, 0.11536155846430467]
00025;[872, 246, 0.11536155846430467]
00025;[873, 395, 0.11536155846430467]
00025;[874, 688, 0.11536155846430467]
00025;[875, 1191, 0.11483893390960563]
00025;[876, 841, 0.11483893390960563]
00025;[877, 1181, 0.11483893390960563]
00025;[878, 37, 0.11483893390960563]
00025;[879, 1204, 0.1143163093549066]
00025;[880, 92, 0.11379368480020756]
00025;[881, 1205, 0.11379368480020756]
00025;[882, 1100, 0.11379368480020756]
00025;[883, 1176, 0.11379368480020756]
00025;[884, 817, 0.11327106024550851]
00025;[885, 391, 0.11327106024550851]
00025;[886, 966, 0.11327106024550851]
00025;[887, 537, 0.11327106024550851]
00025;[888, 214, 0.11327106024550851]
00025;[889, 1038, 0.11284520878478589]
00025;[890, 487, 0.11274843569080947]
00025;[891, 997, 0.11274843569080947]
00025;[892, 723, 0.11274843569080947]
00025;[893, 1017, 0.11274843569080947]
00025;[894, 290, 0.11232258423008686]
00025;[895, 531, 0.11232258423008686]
00025;[896, 1004, 0.11222581113611044]
00025;[897, 231, 0.11222581113611044]
00025;[898, 45, 0.11222581113611044]
00025;[899, 164, 0.11222581113611044]
00025;[900, 957, 0.11179995967538782]
00025;[901, 757, 0.1117031865814114]
00025;[902, 241, 0.11127733512068877]
00025;[903, 781, 0.11118056202671237]
00025;[904, 669, 0.1102320860112907]
00025;[905, 1221, 0.1102320860112907]
00025;[906, 196, 0.10970946145659166]
00025;[907, 12, 0.10918683690189263]
00025;[908, 1109, 0.10918683690189263]
00025;[909, 1208, 0.10918683690189263]
00025;[910, 1039, 0.10866421234719359]
00025;[911, 457, 0.10814158779249455]
00025;[912, 336, 0.10814158779249455]
00025;[913, 513, 0.10814158779249455]
00025;[914, 867, 0.10814158779249455]
00025;[915, 642, 0.10761896323779552]
00025;[916, 547, 0.10761896323779552]
00025;[917, 919, 0.10761896323779552]
00025;[918, 446, 0.10761896323779552]
00025;[919, 211, 0.10709633868309648]
00025;[920, 1179, 0.10709633868309648]
00025;[921, 1137, 0.10709633868309648]
00025;[922, 789, 0.10709633868309648]
00025;[923, 906, 0.10657371412839745]
00025;[924, 666, 0.10605108957369841]
00025;[925, 965, 0.10605108957369841]
00025;[926, 165, 0.06886882061119343]
00025;[927, 270, 0.0657330732829992]
00025;[928, 1151, 0.06521044872830016]
00025;[929, 124, 0.06521044872830016]
00025;[930, 1000, 0.06364257506420305]
00025;[931, 405, 0.06364257506420305]
00025;[932, 1217, 0.06311995050950402]
00025;[933, 872, 0.06311995050950402]
00025;[934, 1193, 0.06259732595480498]
00025;[935, 641, 0.06259732595480498]
00025;[936, 250, 0.06259732595480498]
00025;[937, 912, 0.06259732595480498]
00025;[938, 494, 0.062074701400105944]
00025;[939, 404, 0.062074701400105944]
00025;[940, 1022, 0.062074701400105944]
00025;[941, 743, 0.062074701400105944]
00025;[942, 1073, 0.06155207684540691]
00025;[943, 486, 0.06155207684540691]
00025;[944, 761, 0.06155207684540691]
00025;[945, 146, 0.06102945229070787]
00025;[946, 30, 0.06102945229070787]
00025;[947, 302, 0.06102945229070787]
00025;[948, 518, 0.06102945229070787]
00025;[949, 626, 0.06102945229070787]
00025;[950, 53, 0.06102945229070787]
00025;[951, 443, 0.06102945229070787]
00025;[952, 555, 0.06102945229070787]
00025;[953, 1047, 0.06102945229070787]
00025;[954, 354, 0.06102945229070787]
00025;[955, 1171, 0.06060360082998524]
00025;[956, 38, 0.06050682773600883]
00025;[957, 979, 0.06050682773600883]
00025;[958, 361, 0.06050682773600883]
00025;[959, 991, 0.06050682773600883]
00025;[960, 649, 0.06050682773600883]
00025;[961, 591, 0.06050682773600883]
00025;[962, 265, 0.06050682773600883]
00025;[963, 730, 0.06050682773600883]
00025;[964, 1029, 0.0600809762752862]
00025;[965, 881, 0.05998420318130979]
00025;[966, 1177, 0.05998420318130979]
00025;[967, 1147, 0.05998420318130979]
00025;[968, 668, 0.05998420318130979]
00025;[969, 409, 0.05998420318130979]
00025;[970, 311, 0.05998420318130979]
00025;[971, 340, 0.05998420318130979]
00025;[972, 775, 0.05998420318130979]
00025;[973, 373, 0.05955835172058716]
00025;[974, 654, 0.05946157862661076]
00025;[975, 779, 0.05946157862661076]
00025;[976, 42, 0.05946157862661076]
00025;[977, 636, 0.05946157862661076]
00025;[978, 212, 0.05946157862661076]
00025;[979, 344, 0.05946157862661076]
00025;[980, 1233, 0.05946157862661076]
00025;[981, 249, 0.05893895407191172]
00025;[982, 1094, 0.05893895407191172]
00025;[983, 158, 0.05893895407191172]
00025;[984, 54, 0.05893895407191172]
00025;[985, 861, 0.05893895407191172]
00025;[986, 1013, 0.05893895407191172]
00025;[987, 799, 0.05893895407191172]
00025;[988, 579, 0.05893895407191172]
00025;[989, 171, 0.05893895407191172]
00025;[990, 935, 0.05893895407191172]
00025;[991, 1032, 0.05893895407191172]
00025;[992, 155, 0.05893895407191172]
00025;[993, 410, 0.05851310261118909]
00025;[994, 371, 0.05851310261118909]
00025;[995, 1152, 0.05851310261118909]
00025;[996, 586, 0.05851310261118909]
00025;[997, 693, 0.05851310261118909]
00025;[998, 619, 0.058416329517212685]
00025;[999, 624, 0.058416329517212685]
00025;[1000, 456, 0.058416329517212685]
00025;[1001, 167, 0.058416329517212685]
00025;[1002, 1158, 0.058416329517212685]
00025;[1003, 318, 0.058416329517212685]
00025;[1004, 1052, 0.057990478056490054]
00025;[1005, 1234, 0.057990478056490054]
00025;[1006, 833, 0.05789370496251365]
00025;[1007, 545, 0.05746785350179102]
00025;[1008, 549, 0.05746785350179102]
00025;[1009, 1108, 0.05746785350179102]
00025;[1010, 554, 0.05746785350179102]
00025;[1011, 310, 0.05746785350179102]
00025;[1012, 524, 0.05746785350179102]
00025;[1013, 621, 0.05694522894709198]
00025;[1014, 1042, 0.05694522894709198]
00025;[1015, 1091, 0.05694522894709198]
00025;[1016, 640, 0.05694522894709198]
00025;[1017, 123, 0.056422604392392946]
00025;[1018, 350, 0.056422604392392946]
00025;[1019, 788, 0.056422604392392946]
00025;[1020, 793, 0.05589997983769391]
00025;[1021, 934, 0.05589997983769391]
00025;[1022, 237, 0.05589997983769391]
00025;[1023, 992, 0.05589997983769391]
00025;[1024, 1207, 0.05589997983769391]
00025;[1025, 582, 0.05589997983769391]
00025;[1026, 705, 0.05589997983769391]
00025;[1027, 388, 0.05589997983769391]
00025;[1028, 1192, 0.05589997983769391]
00025;[1029, 920, 0.05589997983769391]
00025;[1030, 9, 0.05537735528299487]
00025;[1031, 161, 0.05537735528299487]
00025;[1032, 623, 0.05537735528299487]
00025;[1033, 1008, 0.05537735528299487]
00025;[1034, 84, 0.05537735528299487]
00025;[1035, 61, 0.05537735528299487]
00025;[1036, 741, 0.05537735528299487]
00025;[1037, 601, 0.05537735528299487]
00025;[1038, 422, 0.05537735528299487]
00025;[1039, 787, 0.05485473072829583]
00025;[1040, 770, 0.05485473072829583]
00025;[1041, 1145, 0.05485473072829583]
00025;[1042, 101, 0.05485473072829583]
00025;[1043, 1196, 0.05485473072829583]
00025;[1044, 273, 0.05485473072829583]
00025;[1045, 419, 0.05485473072829583]
00025;[1046, 1026, 0.05485473072829583]
00025;[1047, 830, 0.05485473072829583]
00025;[1048, 105, 0.05485473072829583]
00025;[1049, 227, 0.054332106173596795]
00025;[1050, 489, 0.054332106173596795]
